freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,A,DEE	: 	: 	: 	: 	: 	314.09 	273.67 	297.56 	248.65 	286.31 	311.7 	364.07 	450.04 	488.59 	423.03 	353.5 	442.78 	440.77 	399.83 	444.82 	424 	378.53 	398.01 	370.26 	337.08 	: 
A,MIO_EUR,A,DEE0	: 	: 	: 	: 	: 	314.09 	273.67 	297.56 	248.65 	286.31 	311.7 	364.07 	450.04 	488.59 	423.03 	353.5 	442.78 	440.77 	399.83 	444.82 	424 	378.53 	398.01 	370.26 	337.08 	: 
A,MIO_EUR,A,DEF	: 	: 	: 	: 	: 	344.51 	362.19 	343.06 	354.72 	309.43 	351.37 	455.75 	455 	583.95 	490.26 	494.63 	575.23 	528.18 	489.79 	495.25 	472.06 	404.69 	445.9 	476.13 	475.99 	: 
A,MIO_EUR,A,DEF0	: 	: 	: 	: 	: 	344.51 	362.19 	343.06 	354.72 	309.43 	351.37 	455.75 	455 	583.95 	490.26 	494.63 	575.23 	528.18 	489.79 	495.25 	472.06 	404.69 	445.9 	476.13 	475.99 	: 
A,MIO_EUR,A,DEG	: 	: 	: 	: 	: 	201.4 	203.56 	195.41 	172.75 	184.34 	206.02 	249.71 	274.24 	306.09 	268.5 	218.77 	292.97 	273.73 	276.16 	272.25 	230.93 	219.55 	244.03 	247.97 	240.56 	: 
A,MIO_EUR,A,DEG0	: 	: 	: 	: 	: 	201.4 	203.56 	195.41 	172.75 	184.34 	206.02 	249.71 	274.24 	306.09 	268.5 	218.77 	292.97 	273.73 	276.16 	272.25 	230.93 	219.55 	244.03 	247.97 	240.56 	: 
A,MIO_EUR,A,DK	: 	: 	: 	: 	: 	1346.83 	1521.32 	1345.4 	1324.51 	1403.24 	1510.37 	1890.31 	2290.42 	2230.02 	1351.29 	1158 	1081.79 	1238.63 	1438.34 	1315.13 	1301.43 	1200.37 	1356.3 	1256.24 	1258.89 	: 
A,MIO_EUR,A,DK0	: 	: 	: 	: 	: 	1346.83 	1521.32 	1345.4 	1324.51 	1403.24 	1510.37 	1890.31 	2290.42 	2230.02 	1351.29 	1158 	1081.79 	1238.63 	1438.34 	1315.13 	1301.43 	1200.37 	1356.3 	1256.24 	1258.89 	: 
A,MIO_EUR,A,DK01	: 	: 	: 	: 	: 	53.13 	52.74 	45.49 	49.26 	49.46 	58.64 	74.41 	113.01 	87.98 	60.43 	60.56 	51.14 	64.89 	102.71 	71.36 	74.54 	70.52 	66.01 	67.76 	65.76 	: 
A,MIO_EUR,A,DK02	: 	: 	: 	: 	: 	207.01 	232.69 	215.33 	207.25 	202.29 	232.56 	275.37 	337.15 	328.73 	193.25 	171.2 	164.95 	203.26 	224.73 	184.18 	199.1 	191.13 	204.34 	147.32 	153.49 	: 
A,MIO_EUR,A,DK03	: 	: 	: 	: 	: 	402.21 	452.49 	403.47 	397.67 	425.14 	447.81 	540.82 	698.33 	716.6 	402.35 	353.55 	323.6 	327.53 	364.18 	362.18 	401.14 	354.46 	349.12 	344.28 	380.39 	: 
A,MIO_EUR,A,DK04	: 	: 	: 	: 	: 	414.96 	476.38 	415.05 	410.19 	442.61 	468.34 	602.08 	694.57 	647.67 	421.83 	321.86 	324.27 	380.05 	447.04 	423.49 	372.59 	341.56 	441.48 	419.28 	377.71 	: 
A,MIO_EUR,A,DK05	: 	: 	: 	: 	: 	269.53 	307.16 	266.07 	260.14 	283.61 	302.88 	397.77 	447.48 	449.03 	273.56 	250.96 	217.83 	263.04 	299.68 	273.92 	254.07 	242.71 	295.22 	277.46 	281.54 	: 
A,MIO_EUR,A,DKZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,A,DKZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,A,EE	21.93 	33.6 	51.38 	61.1 	69.4 	88.3 	120.4 	137.5 	120.4 	151.5 	216.1 	229.8 	243.8 	291.7 	145.4 	176.2 	266.5 	269.9 	297.3 	292.3 	243.7 	243 	295.9 	342.1 	258 	217.4 
A,MIO_EUR,A,EE0	21.93 	33.6 	51.38 	61.1 	69.4 	88.3 	120.4 	137.5 	120.4 	151.5 	216.1 	229.8 	243.8 	291.7 	145.4 	176.2 	266.5 	269.9 	297.3 	292.3 	243.7 	243 	295.9 	342.1 	258 	217.4 
A,MIO_EUR,A,EE00	21.93 	33.6 	51.38 	61.1 	69.4 	88.3 	120.4 	137.5 	120.4 	151.5 	216.1 	229.8 	243.8 	291.7 	145.4 	176.2 	266.5 	269.9 	297.3 	292.3 	243.7 	243 	295.9 	342.1 	258 	217.4 
A,MIO_EUR,A,EL	: 	: 	: 	: 	: 	1267.42 	1482.6 	1283.52 	1511.69 	1617.17 	1765.04 	1551.07 	2212.45 	2582.89 	2084.03 	1978.4 	1380.28 	1118.47 	1663.56 	1233.76 	1452.06 	1692.34 	1684.35 	1943.83 	1915.36 	: 
A,MIO_EUR,A,EL3	: 	: 	: 	: 	: 	24.05 	32.22 	43.18 	27.38 	27.51 	34.36 	23.81 	39.09 	52.12 	52.41 	39.51 	21.59 	33.8 	24.67 	20.89 	20.5 	23.7 	31.33 	27.73 	30.11 	: 
A,MIO_EUR,A,EL30	: 	: 	: 	: 	: 	24.05 	32.22 	43.18 	27.38 	27.51 	34.36 	23.81 	39.09 	52.12 	52.41 	39.51 	21.59 	33.8 	24.67 	20.89 	20.5 	23.7 	31.33 	27.73 	30.11 	: 
A,MIO_EUR,A,EL4	: 	: 	: 	: 	: 	199.86 	241.17 	206.34 	255.26 	263.94 	298.35 	244.12 	355.41 	426.76 	351.28 	315.45 	217.54 	171.54 	268.57 	179.79 	222.36 	246.85 	243.31 	289.51 	289.46 	: 
A,MIO_EUR,A,EL41	: 	: 	: 	: 	: 	31.11 	36.71 	31.65 	37.31 	38.67 	45.15 	34.63 	59.17 	62.9 	58.12 	48.69 	35.54 	28.3 	45.69 	36.22 	46.81 	43.25 	45.47 	55.17 	52.55 	: 
A,MIO_EUR,A,EL42	: 	: 	: 	: 	: 	30.41 	38.92 	32.51 	36.84 	40.73 	42.71 	35.16 	55.98 	59.76 	54.47 	50.02 	34.17 	26.93 	40.8 	28.88 	37.77 	42.92 	28.83 	39.12 	42.71 	: 
A,MIO_EUR,A,EL43	: 	: 	: 	: 	: 	138.34 	165.54 	142.18 	181.11 	184.54 	210.49 	174.33 	240.26 	304.09 	238.7 	216.75 	147.84 	116.3 	182.08 	114.68 	137.78 	160.67 	169.01 	195.21 	194.2 	: 
A,MIO_EUR,A,EL5	: 	: 	: 	: 	: 	568.72 	651.51 	521.21 	572.01 	613.88 	729.51 	651.91 	915.35 	1091.57 	878.98 	825.04 	559.91 	472.05 	694.34 	549.23 	619 	737.14 	720.77 	810.72 	795.75 	: 
A,MIO_EUR,A,EL51	: 	: 	: 	: 	: 	150.49 	175.08 	121.98 	152.34 	167.12 	183.74 	160.05 	254.45 	262.99 	212.05 	198.8 	152.58 	140.59 	209.51 	151.47 	177.18 	193.17 	209.47 	188.11 	184.21 	: 
A,MIO_EUR,A,EL52	: 	: 	: 	: 	: 	319.06 	366.58 	293.36 	316.42 	347.1 	397.23 	366.51 	484.99 	606.18 	453.19 	464.62 	316.94 	263.69 	377.65 	304.74 	330.9 	401.98 	372.45 	453.5 	434.1 	: 
A,MIO_EUR,A,EL53	: 	: 	: 	: 	: 	50.97 	58.71 	49 	58.74 	63.05 	81.63 	70.97 	102.54 	127.61 	89.25 	89.41 	60.02 	50.07 	77.36 	60.74 	71.6 	72.9 	72.94 	87.15 	83.7 	: 
A,MIO_EUR,A,EL54	: 	: 	: 	: 	: 	48.2 	51.15 	56.87 	44.52 	36.62 	66.91 	54.37 	73.36 	94.79 	124.49 	72.22 	30.37 	17.7 	29.82 	32.28 	39.32 	69.09 	65.91 	81.97 	93.74 	: 
A,MIO_EUR,A,EL6	: 	: 	: 	: 	: 	474.78 	557.71 	512.79 	657.04 	711.84 	702.83 	631.23 	902.6 	1012.43 	801.36 	798.39 	581.23 	441.08 	675.99 	483.86 	590.2 	684.65 	688.93 	815.87 	800.04 	: 
A,MIO_EUR,A,EL61	: 	: 	: 	: 	: 	139.43 	159.04 	130.83 	150.51 	192.87 	195.15 	194.82 	246.52 	287.78 	228.11 	203.22 	177.72 	109.28 	171.79 	139.63 	184.13 	210.94 	224.87 	264.44 	248.14 	: 
A,MIO_EUR,A,EL62	: 	: 	: 	: 	: 	25.31 	29.46 	25.81 	32.83 	30.82 	34.99 	28.88 	42.93 	50.15 	40.06 	40.06 	27.86 	30.25 	33.5 	24.91 	30.19 	32.76 	27.38 	31.98 	31.66 	: 
A,MIO_EUR,A,EL63	: 	: 	: 	: 	: 	96.51 	115.54 	107.57 	152.04 	152.54 	162.76 	131.81 	217.18 	234.08 	182.83 	191.37 	128.96 	99.36 	158.55 	101.97 	125.85 	143.4 	140.97 	180.3 	178.78 	: 
A,MIO_EUR,A,EL64	: 	: 	: 	: 	: 	103.1 	121.49 	123.84 	153.81 	157.43 	146.89 	132.44 	193.31 	209.03 	156.14 	169.52 	114.01 	93.03 	141.22 	100.24 	109.63 	142.63 	137.42 	145.84 	151.26 	: 
A,MIO_EUR,A,EL65	: 	: 	: 	: 	: 	110.44 	132.19 	124.74 	167.86 	178.18 	163.05 	143.29 	202.67 	231.39 	194.22 	194.22 	132.68 	109.16 	170.93 	117.11 	140.41 	154.92 	158.29 	193.31 	190.18 	: 
A,MIO_EUR,A,ES	: 	: 	: 	: 	: 	3233 	2989 	3224 	3495 	3792 	4197 	3452 	3764 	4582 	4764 	4241 	4086 	3934 	3781 	4045 	4577 	5807 	6486 	6752 	6912 	: 
A,MIO_EUR,A,ES1	: 	: 	: 	: 	: 	318.8 	306 	336 	364.3 	377.8 	469.2 	354.2 	394.7 	503.6 	585.6 	400 	350.5 	425.7 	386.3 	417.7 	427.2 	526.9 	622 	606.5 	610.6 	: 
A,MIO_EUR,A,ES11	: 	: 	: 	: 	: 	226 	220.2 	245.9 	271.1 	280.2 	352.7 	266.7 	296 	408.3 	470.5 	363.9 	249.9 	340.2 	283.3 	306.2 	321.7 	391.6 	488 	468 	473 	: 
A,MIO_EUR,A,ES12	: 	: 	: 	: 	: 	71.8 	64.5 	67.9 	69.7 	72.6 	90.6 	69.7 	71.9 	57.1 	59.6 	58.1 	61.7 	48.9 	51.8 	77.7 	64.6 	76 	68.1 	77.3 	72.9 	: 
A,MIO_EUR,A,ES13	: 	: 	: 	: 	: 	21 	21.3 	22.2 	23.5 	25 	25.9 	17.8 	26.8 	38.2 	55.5 	-22 	38.9 	36.6 	51.2 	33.8 	40.9 	59.3 	65.9 	61.2 	64.7 	: 
A,MIO_EUR,A,ES2	: 	: 	: 	: 	: 	613.1 	540.6 	561.7 	609 	664.2 	714.7 	568.9 	620.5 	561 	615 	621.7 	535.2 	507.7 	494.9 	553.3 	611.3 	745 	790.6 	798.9 	776.5 	: 
A,MIO_EUR,A,ES21	: 	: 	: 	: 	: 	91.5 	90.7 	93 	93.7 	97.4 	110.4 	85.9 	89.6 	115.3 	128.7 	140.3 	100.1 	84.3 	83.9 	100.1 	99.2 	109.3 	114.8 	99.4 	112.6 	: 
A,MIO_EUR,A,ES22	: 	: 	: 	: 	: 	80 	71.8 	75.8 	84.1 	92.1 	91.9 	92.6 	100.2 	80.3 	94 	94.1 	83.7 	73 	74.5 	68.4 	72.6 	73.4 	114.2 	114.3 	112.7 	: 
A,MIO_EUR,A,ES23	: 	: 	: 	: 	: 	78.4 	68.1 	70 	76.6 	82.2 	96.2 	102 	105.9 	57.5 	60.6 	62.9 	52.1 	47.4 	52 	70.9 	85.3 	96.1 	90.1 	85.5 	72.1 	: 
A,MIO_EUR,A,ES24	: 	: 	: 	: 	: 	363.2 	310 	322.9 	354.6 	392.5 	416.2 	288.4 	324.8 	307.9 	331.7 	324.4 	299.3 	303 	284.5 	313.9 	354.2 	466.2 	471.5 	499.7 	479.1 	: 
A,MIO_EUR,A,ES3	: 	: 	: 	: 	: 	85.9 	76.5 	82.9 	81.5 	86.4 	119.2 	84.7 	90.9 	139.1 	116.1 	46 	41.7 	72.2 	79.1 	82.4 	42.3 	40.8 	40.9 	81.3 	51.3 	: 
A,MIO_EUR,A,ES30	: 	: 	: 	: 	: 	85.9 	76.5 	82.9 	81.5 	86.4 	119.2 	84.7 	90.9 	139.1 	116.1 	46 	41.7 	72.2 	79.1 	82.4 	42.3 	40.8 	40.9 	81.3 	51.3 	: 
A,MIO_EUR,A,ES4	: 	: 	: 	: 	: 	571.7 	514.8 	571.2 	626.9 	693.8 	746.5 	658.2 	723.1 	1162.9 	1313.3 	1130 	1150.2 	1107.2 	1108.9 	1254.8 	1487.4 	2006.9 	2250 	2312.9 	2411.1 	: 
A,MIO_EUR,A,ES41	: 	: 	: 	: 	: 	242.3 	212.8 	230.1 	237 	263.1 	280.9 	247.6 	278.5 	514.1 	583.4 	562.3 	489 	492.6 	461.7 	516.6 	489.1 	632.7 	702.9 	707.9 	717.3 	: 
A,MIO_EUR,A,ES42	: 	: 	: 	: 	: 	185.2 	182.4 	202.6 	242.7 	267.6 	282.1 	285.3 	300.7 	489.7 	548.1 	405.3 	510.6 	497.7 	497.7 	534.1 	724 	965.6 	1036.6 	1121.6 	1127.9 	: 
A,MIO_EUR,A,ES43	: 	: 	: 	: 	: 	144.2 	119.6 	138.5 	147.2 	163.1 	183.5 	125.3 	143.9 	159.1 	181.8 	162.4 	150.6 	116.9 	149.5 	204.1 	274.3 	408.6 	510.5 	483.4 	565.9 	: 
A,MIO_EUR,A,ES5	: 	: 	: 	: 	: 	677.2 	615.4 	682 	724.3 	791.9 	853.7 	723.4 	779.7 	882.7 	778.4 	689.1 	730.4 	650.6 	618 	718.9 	775.3 	957.3 	996.4 	1159 	1080.2 	: 
A,MIO_EUR,A,ES51	: 	: 	: 	: 	: 	335.6 	295.1 	347.8 	356.2 	385.7 	402.5 	331.5 	356.4 	326.9 	364.4 	328.1 	366.2 	317.3 	279.8 	349.3 	361.7 	448.5 	474.9 	534.1 	508.2 	: 
A,MIO_EUR,A,ES52	: 	: 	: 	: 	: 	300.3 	284.3 	295.9 	327.9 	362.5 	398.6 	347.8 	377.1 	500.8 	364.7 	324.9 	331.5 	298.9 	316.4 	334.4 	386.9 	472.8 	479.3 	585.3 	524.3 	: 
A,MIO_EUR,A,ES53	: 	: 	: 	: 	: 	41.3 	36 	38.3 	40.2 	43.7 	52.6 	44.1 	46.2 	55 	49.3 	36.1 	32.7 	34.4 	21.8 	35.2 	26.7 	36 	42.2 	39.6 	47.7 	: 
A,MIO_EUR,A,ES6	: 	: 	: 	: 	: 	901.6 	871.6 	925.8 	1016.7 	1105.6 	1218.3 	996.7 	1088.4 	1208.1 	1190.7 	1176.3 	1118.2 	1063.4 	1000.5 	954.7 	1192.6 	1427.9 	1707.4 	1731.3 	1914.1 	: 
A,MIO_EUR,A,ES61	: 	: 	: 	: 	: 	699.4 	674.5 	711.1 	776.3 	842.4 	941 	760.3 	830.7 	1065.3 	1041.9 	1020.4 	954.6 	897 	831.3 	781.3 	931.2 	1146.4 	1386.6 	1426.2 	1660.6 	: 
A,MIO_EUR,A,ES62	: 	: 	: 	: 	: 	193.2 	188.3 	206.2 	232.6 	257.4 	272 	232.3 	254.1 	141.8 	147.7 	155.6 	163.5 	166.3 	169.1 	173.3 	261.4 	281.5 	320.7 	305 	253.4 	: 
A,MIO_EUR,A,ES63	: 	: 	: 	: 	: 	6.8 	6.7 	6.5 	5.9 	4.3 	4 	3 	2.4 	0.9 	1 	0.2 	0.1 	0.1 	0.1 	0.1 	0 	0 	0.1 	0.1 	0.1 	: 
A,MIO_EUR,A,ES64	: 	: 	: 	: 	: 	2.2 	2.1 	2 	1.9 	1.5 	1.3 	1.1 	1.2 	0.1 	0.1 	0.1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,A,ES7	: 	: 	: 	: 	: 	64.9 	63.8 	64.1 	72 	72.4 	75.2 	66.1 	67.1 	124.8 	165 	177.4 	159 	106.7 	93.3 	63.5 	40.9 	102.4 	79 	61.9 	68.2 	: 
A,MIO_EUR,A,ES70	: 	: 	: 	: 	: 	64.9 	63.8 	64.1 	72 	72.4 	75.2 	66.1 	67.1 	124.8 	165 	177.4 	159 	106.7 	93.3 	63.5 	40.9 	102.4 	79 	61.9 	68.2 	: 
A,MIO_EUR,A,ESZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,A,ESZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,A,FI	: 	: 	: 	: 	: 	1312 	1395 	1463 	1441 	1374 	1453 	1497 	1720 	1680 	1646 	1534 	1621 	1628 	1715 	1675 	1355 	1375 	1481 	1584 	1645 	: 
A,MIO_EUR,A,FI1	: 	: 	: 	: 	: 	1302.22 	1383.74 	1455.6 	1435.48 	1363.8 	1442.41 	1489.51 	1707.16 	1667.81 	1631.99 	1523.25 	1608.54 	1617.17 	1703.96 	1665 	1344.15 	1361.32 	1470.75 	1566.53 	1627.65 	: 
A,MIO_EUR,A,FI19	: 	: 	: 	: 	: 	445.25 	443.79 	502 	497.78 	437.09 	484.19 	512.98 	575.64 	536.07 	560.68 	512.23 	556.88 	580.19 	616.14 	585.33 	486.42 	487.4 	520.95 	529.99 	584.25 	: 
A,MIO_EUR,A,FI1B	: 	: 	: 	: 	: 	97.95 	103.44 	93.12 	82.14 	76.01 	85.01 	80.99 	92.72 	97.92 	89.5 	86.05 	85.85 	86.14 	91.63 	93.69 	83.99 	78.81 	85.61 	95.52 	101.61 	: 
A,MIO_EUR,A,FI1C	: 	: 	: 	: 	: 	313.52 	361.45 	379.25 	330.5 	319.42 	331.32 	337.63 	354.69 	368.24 	335.19 	325.66 	330.15 	339.68 	360.17 	393.19 	298.48 	314.96 	332.45 	347.9 	355.29 	: 
A,MIO_EUR,A,FI1D	: 	: 	: 	: 	: 	445.5 	475.07 	481.23 	525.07 	531.28 	541.9 	557.9 	684.11 	665.58 	646.62 	599.31 	635.67 	611.16 	636.01 	592.79 	475.25 	480.15 	531.74 	593.12 	586.5 	: 
A,MIO_EUR,A,FI2	: 	: 	: 	: 	: 	9.78 	11.26 	7.41 	5.52 	10.2 	10.59 	7.5 	12.84 	12.19 	14.01 	10.75 	12.46 	10.83 	11.04 	10 	10.85 	13.68 	10.25 	17.47 	17.35 	: 
A,MIO_EUR,A,FI20	: 	: 	: 	: 	: 	9.78 	11.26 	7.41 	5.52 	10.2 	10.59 	7.5 	12.84 	12.19 	14.01 	10.75 	12.46 	10.83 	11.04 	10 	10.85 	13.68 	10.25 	17.47 	17.35 	: 
A,MIO_EUR,A,FR	: 	: 	: 	: 	: 	9614.94 	9698.99 	9225.66 	9073.4 	9791.71 	9611.65 	10062.98 	11401.41 	12302.36 	10906.99 	10676.33 	12073.09 	13209.91 	12934.69 	11991.66 	11626.06 	10732.29 	10666.31 	11671 	11770 	: 
A,MIO_EUR,A,FR1	: 	: 	: 	: 	: 	165.84 	173.64 	168.02 	159.81 	165.37 	153.68 	151.63 	214.46 	231.67 	176.15 	197 	224.44 	308.73 	252.99 	211.58 	187.52 	117.63 	181.21 	171.59 	176.37 	: 
A,MIO_EUR,A,FR10	: 	: 	: 	: 	: 	165.84 	173.64 	168.02 	159.81 	165.37 	153.68 	151.63 	214.46 	231.67 	176.15 	197 	224.44 	308.73 	252.99 	211.58 	187.52 	117.63 	181.21 	171.59 	176.37 	: 
A,MIO_EUR,A,FRB	: 	: 	: 	: 	: 	488.63 	464.66 	485.61 	492.88 	525.43 	503.33 	491.04 	711.48 	690.61 	577.94 	692.5 	668.7 	821.18 	604.44 	537.87 	577.91 	451.75 	623.99 	738.59 	782.24 	: 
A,MIO_EUR,A,FRB0	: 	: 	: 	: 	: 	488.63 	464.66 	485.61 	492.88 	525.43 	503.33 	491.04 	711.48 	690.61 	577.94 	692.5 	668.7 	821.18 	604.44 	537.87 	577.91 	451.75 	623.99 	738.59 	782.24 	: 
A,MIO_EUR,A,FRC	: 	: 	: 	: 	: 	796.89 	725.79 	709.56 	622.85 	772.79 	750.18 	783.09 	940.72 	950.54 	866.22 	774.85 	923.26 	934.02 	957.82 	972.99 	904.36 	686.48 	857.84 	935.43 	822.83 	: 
A,MIO_EUR,A,FRC1	: 	: 	: 	: 	: 	639.62 	584.74 	539.47 	462.28 	600.71 	566.69 	578.33 	698 	733.13 	667.24 	579.27 	699.86 	741.62 	780.47 	771.48 	701.17 	520.76 	688.62 	745.28 	617 	: 
A,MIO_EUR,A,FRC2	: 	: 	: 	: 	: 	157.26 	141.05 	170.1 	160.57 	172.08 	183.49 	204.76 	242.72 	217.4 	198.98 	195.58 	223.41 	192.4 	177.35 	201.51 	203.2 	165.72 	169.22 	190.16 	205.83 	: 
A,MIO_EUR,A,FRD	: 	: 	: 	: 	: 	556.76 	564.26 	573.93 	611.34 	612.83 	648.35 	580.81 	607.48 	731.13 	542.38 	622.12 	685.98 	864.53 	803.36 	679.81 	670.18 	579.22 	684.7 	708.2 	755.22 	: 
A,MIO_EUR,A,FRD1	: 	: 	: 	: 	: 	314.1 	313.8 	312.14 	327.25 	342.32 	356.74 	337.39 	344.38 	414.68 	305.57 	321.44 	361.92 	455.56 	442.15 	379.93 	353.41 	314.84 	355.16 	342.3 	389.46 	: 
A,MIO_EUR,A,FRD2	: 	: 	: 	: 	: 	242.66 	250.46 	261.8 	284.09 	270.51 	291.62 	243.43 	263.1 	316.45 	236.81 	300.68 	324.05 	408.98 	361.21 	299.88 	316.77 	264.38 	329.54 	365.9 	365.75 	: 
A,MIO_EUR,A,FRE	: 	: 	: 	: 	: 	903.75 	947.06 	802.25 	888.87 	880.5 	890.32 	925.79 	973.79 	1114.47 	909.31 	1045.8 	1154.65 	1293.19 	1294.15 	990.04 	1050.48 	848.66 	915.94 	1055.59 	1151.53 	: 
A,MIO_EUR,A,FRE1	: 	: 	: 	: 	: 	436.18 	489.23 	381.92 	433.35 	409.22 	432.49 	468.66 	428.64 	491.41 	420.64 	490.48 	524.37 	567.91 	630.23 	493.44 	526.76 	478.21 	468.09 	546.94 	607.21 	: 
A,MIO_EUR,A,FRE2	: 	: 	: 	: 	: 	467.56 	457.83 	420.32 	455.53 	471.28 	457.83 	457.13 	545.14 	623.07 	488.66 	555.32 	630.28 	725.28 	663.92 	496.6 	523.72 	370.45 	447.85 	508.65 	544.32 	: 
A,MIO_EUR,A,FRF	: 	: 	: 	: 	: 	1354.02 	1249.53 	1243.17 	1102.93 	1466.69 	1396.43 	1464.96 	1843.07 	2057.43 	1727.57 	1511.86 	1910.06 	1795.63 	1905.8 	1653.12 	1530.18 	1277.76 	1408.19 	1623.53 	1492.1 	: 
A,MIO_EUR,A,FRF1	: 	: 	: 	: 	: 	205.28 	202.2 	192.16 	178.36 	212.04 	200.56 	221.9 	275.64 	277.88 	280.73 	218.89 	304.17 	343.37 	286.53 	276.16 	263.42 	307.15 	266.89 	303.5 	272.27 	: 
A,MIO_EUR,A,FRF2	: 	: 	: 	: 	: 	858.22 	775.27 	745.24 	651.96 	966.5 	915.6 	955.33 	1204.74 	1457.11 	1202.81 	997.9 	1280.22 	1136.03 	1300.79 	1051.4 	938.68 	759.69 	903.13 	1060.08 	959.44 	: 
A,MIO_EUR,A,FRF3	: 	: 	: 	: 	: 	290.53 	272.06 	305.77 	272.61 	288.15 	280.28 	287.74 	362.69 	322.44 	244.03 	295.07 	325.67 	316.23 	318.48 	325.56 	328.08 	210.92 	238.18 	259.95 	260.39 	: 
A,MIO_EUR,A,FRG	: 	: 	: 	: 	: 	823.62 	824.36 	785.07 	804.38 	805.99 	790.7 	785.04 	831.41 	998.76 	880.84 	792.35 	902.08 	1060.06 	1080.69 	968.5 	908.74 	832.84 	861.69 	836.33 	864.33 	: 
A,MIO_EUR,A,FRG0	: 	: 	: 	: 	: 	823.62 	824.36 	785.07 	804.38 	805.99 	790.7 	785.04 	831.41 	998.76 	880.84 	792.35 	902.08 	1060.06 	1080.69 	968.5 	908.74 	832.84 	861.69 	836.33 	864.33 	: 
A,MIO_EUR,A,FRH	: 	: 	: 	: 	: 	865.69 	964.24 	826.79 	890.77 	858.36 	897.96 	921.71 	897.54 	1031.36 	845.4 	848.12 	982.8 	1053.31 	984.07 	931.02 	906.87 	947.33 	1013.73 	922.49 	1101.86 	: 
A,MIO_EUR,A,FRH0	: 	: 	: 	: 	: 	865.69 	964.24 	826.79 	890.77 	858.36 	897.96 	921.71 	897.54 	1031.36 	845.4 	848.12 	982.8 	1053.31 	984.07 	931.02 	906.87 	947.33 	1013.73 	922.49 	1101.86 	: 
A,MIO_EUR,A,FRI	: 	: 	: 	: 	: 	1510.46 	1581.72 	1546.48 	1497.81 	1582.7 	1517.29 	1649.05 	1861.16 	1747.29 	1842.69 	1759.35 	1942.88 	2259.81 	2053.68 	2180.32 	2130 	2117.85 	1638.55 	1986.44 	1806.67 	: 
A,MIO_EUR,A,FRI1	: 	: 	: 	: 	: 	902.65 	959.86 	886.65 	838.31 	920.01 	855.27 	948.85 	1040.99 	952.31 	1068.67 	932.99 	1042.22 	1189.77 	1039.24 	1179.53 	1153.96 	1272.71 	872.31 	1089.68 	989.5 	: 
A,MIO_EUR,A,FRI2	: 	: 	: 	: 	: 	147.04 	156.12 	186.41 	178.21 	181.66 	185.75 	210.48 	210.7 	190.66 	181.36 	154.31 	166.49 	159.09 	190.87 	193.41 	197.21 	181.45 	161.93 	162.62 	152.7 	: 
A,MIO_EUR,A,FRI3	: 	: 	: 	: 	: 	460.77 	465.74 	473.42 	481.3 	481.03 	476.26 	489.73 	609.46 	604.32 	592.66 	672.05 	734.17 	910.95 	823.57 	807.38 	778.83 	663.69 	604.32 	734.14 	664.47 	: 
A,MIO_EUR,A,FRJ	: 	: 	: 	: 	: 	835.64 	854.93 	806.32 	777.48 	834.04 	783.13 	841.87 	953.16 	1041.07 	931.35 	962.68 	1109.28 	1179.77 	1170.51 	1124.67 	1104.81 	1081.07 	897.15 	1007.79 	1074.44 	: 
A,MIO_EUR,A,FRJ1	: 	: 	: 	: 	: 	409.55 	403.09 	369.24 	402.07 	393.95 	353.51 	400.94 	450.88 	495.15 	468.6 	446.64 	571.81 	554.97 	704.03 	631.89 	608.1 	547.69 	404.62 	488.82 	525.11 	: 
A,MIO_EUR,A,FRJ2	: 	: 	: 	: 	: 	426.09 	451.84 	437.08 	375.4 	440.09 	429.62 	440.93 	502.28 	545.92 	462.75 	516.04 	537.47 	624.8 	466.48 	492.77 	496.71 	533.38 	492.53 	518.97 	549.33 	: 
A,MIO_EUR,A,FRK	: 	: 	: 	: 	: 	716.89 	726.99 	720.6 	646.37 	727.33 	718.33 	810.42 	888.86 	896.03 	838.63 	759.83 	865.96 	829.37 	895.04 	879.08 	805.18 	798.82 	751.52 	736.55 	701.32 	: 
A,MIO_EUR,A,FRK1	: 	: 	: 	: 	: 	282.09 	279.64 	290.76 	269.55 	277.99 	287.84 	295.26 	330.11 	291.05 	227.23 	243.09 	283.84 	250.1 	266.49 	272.25 	259.64 	235.19 	241.03 	235.65 	212.67 	: 
